Date,Open,High,Low,Close,Volume
2019-01-02,346,347,345,346,7467
2019-01-03,345,348,340,345,7294
2019-01-06,345,352,344,345,9776
2019-01-07,345,350,344,345,2680
2019-01-08,346,349,346,346,8069
2019-01-09,349,351,348,349,8599
2019-01-10,348,354,348,348,4955
2019-01-13,350,357,346,350,22250
2019-01-14,349,351,348,349,20430
2019-01-15,350,350,348,350,7663
2019-01-16,350,351,348,350,9525
2019-01-17,350,350,345,350,3486
2019-01-20,345,345,341,345,4556
2019-01-21,345,346,340,345,6616
2019-01-22,342,343,337,342,5188
2019-01-23,343,344,342,343,2273
2019-01-24,343,344,342,343,16140
2019-01-27,342,342,339,342,4235
2019-01-28,339,345,338,339,8647
2019-01-29,342,342,340,342,2612
2019-01-30,341,341,339,341,3892
2019-01-31,339,342,339,339,5850
2019-02-03,339,340,337,339,12977
2019-02-04,338,340,335,338,13265
2019-02-05,339,340,338,339,5648
2019-02-06,338,352,335,338,6099
2019-02-07,335,337,330,335,5500
2019-02-10,334,335,330,334,6098
2019-02-11,332,335,328,332,6268
2019-02-12,332,333,330,332,5722
2019-02-13,332,332,329,332,13830
2019-02-14,329,331,327,329,13107
2019-02-17,330,336,328,330,18875
2019-02-18,330,330,325,330,9327
2019-02-19,329,333,324,329,3150
2019-02-20,333,333,329,333,2685
2019-02-21,329,335,329,329,9054
2019-02-24,333,333,329,333,6833
2019-02-25,330,333,327,330,15959
2019-02-26,331,334,331,331,18064
2019-02-27,332,335,330,332,27442
2019-03-03,314,314,291,314,14076
2019-03-05,294,294,291,294,5732
2019-03-06,292,293,290,292,2085
2019-03-07,292,294,290,292,8624
2019-03-10,294,294,292,294,2777
2019-03-11,293,301,293,293,9999
2019-03-12,298,306,298,298,16058
2019-03-13,305,306,300,305,15026
2019-03-14,301,303,296,301,6832
2019-03-17,302,305,300,302,8247
2019-03-18,302,304,301,302,10211
2019-03-19,301,301,298,301,3883
2019-03-21,298,300,296,298,3230
2019-03-24,296,299,293,296,8327
2019-03-25,293,298,292,293,8653
2019-03-26,294,298,293,294,10218
2019-03-27,294,299,293,294,4409
2019-03-28,294,298,292,294,9227
2019-03-31,294,296,293,294,11187
2019-04-01,295,297,292,295,12690
2019-04-02,297,304,299,297,15332
2019-04-03,302,307,301,302,15802
2019-04-04,305,305,301,305,11579
2019-04-07,304,309,298,304,11864
2019-04-08,309,320,310,309,21933
2019-04-09,316,318,311,316,21533
2019-04-10,311,314,310,311,8299
2019-04-11,312,319,313,312,22147
2019-04-15,315,318,313,315,11551
2019-04-16,318,327,313,318,17829
2019-04-17,326,338,326,326,24403
2019-04-18,338,350,336,338,49470
2019-04-21,350,350,343,350,28028
2019-04-22,348,353,336,348,19348
2019-04-23,342,346,340,342,17832
2019-04-24,346,354,341,346,68938
2019-04-25,354,389,354,354,145400
2019-04-28,388,410,389,388,111393
2019-04-29,395,395,383,395,45136
2019-04-30,389,391,382,389,27561
2019-05-02,390,387,381,390,24698
